"CustomerID","PersonID","Territory","StoreID"
12051,16779,Southwest,
13980,17701,Southwest,
27914,19869,Southwest,
12898,9734,Southwest,
25362,8863,Southwest,
16060,13227,Southwest,
17171,10838,Southwest,
21438,13627,Southwest,
22108,13737,Southwest,
22337,3420,Southwest,
25043,14654,Southwest,
25849,8959,Southwest,
27427,16975,Southwest,
11793,15408,Southwest,
22286,5846,Southwest,
24992,7835,Southwest,
11258,4422,Southwest,
12082,3690,Southwest,
25399,18197,Southwest,
28267,10399,Southwest,
12201,4544,Southwest,
17128,13129,Southwest,
22770,20244,Southwest,
11811,3945,Southwest,
18069,16646,Southwest,
18663,5396,Southwest,
14472,2758,Southwest,
17164,18014,Southwest,
24423,11542,Southwest,
14017,11020,Southwest,
21940,12540,Southwest,
23135,18538,Southwest,
24398,18438,Southwest,
24925,3012,Southwest,
26105,20740,Southwest,
29020,16956,Southwest,
29198,8338,Southwest,
13100,4044,Southwest,
20344,7791,Southwest,
23175,8132,Southwest,
24314,14863,Southwest,
13059,20488,Southwest,
19171,8149,Southwest,
15884,12940,Southwest,
17445,18741,Southwest,
17623,17576,Southwest,
23781,6857,Southwest,
29253,10244,Southwest,
14365,14896,Southwest,
19128,12331,Southwest,
19218,14131,Southwest,
20201,11004,Southwest,
23171,6516,Southwest,
23837,6434,Southwest,
27247,13602,Southwest,
27913,17575,Southwest,
13873,16860,Southwest,
13186,14266,Southwest,
18904,11864,Southwest,
21736,17433,Southwest,
25372,17869,Southwest,
26809,20346,Southwest,
14761,20699,Southwest,
16839,20390,Southwest,
21723,2660,Southwest,
24514,16137,Southwest,
26516,19852,Southwest,
12789,2469,Southwest,
15408,11774,Southwest,
16061,13566,Southwest,
17490,11307,Southwest,
20311,15026,Southwest,
24402,13718,Southwest,
24669,4443,Southwest,
25835,20090,Southwest,
27195,15866,Southwest,
28639,8709,Southwest,
13455,20640,Southwest,
16966,3063,Southwest,
18339,4672,Southwest,
18602,14548,Southwest,
26721,14975,Southwest,
11289,9943,Southwest,
24529,15336,Southwest,
11178,17696,Southwest,
18770,17060,Southwest,
22757,8173,Southwest,
28237,3208,Southwest,
11797,13697,Southwest,
18431,6321,Southwest,
18507,3732,Southwest,
22129,11027,Southwest,
22782,12941,Southwest,
24437,19897,Southwest,
28805,7580,Southwest,
14122,11125,Southwest,
14740,10166,Southwest,
22375,11385,Southwest,
27405,4832,Southwest,
11805,4575,Southwest,
12069,14197,Southwest,
12943,15892,Southwest,
15275,15779,Southwest,
15393,9884,Southwest,
18669,5255,Southwest,
25199,5764,Southwest,
11516,7322,Southwest,
22137,12694,Southwest,
29059,7234,Southwest,
11629,17189,Southwest,
13348,16932,Southwest,
15250,16742,Southwest,
28229,12373,Southwest,
29018,9209,Southwest,
11295,12166,Southwest,
11975,11505,Southwest,
15986,15290,Southwest,
17472,10649,Southwest,
21163,18387,Southwest,
25396,14582,Southwest,
17398,10665,Southwest,
18437,2596,Southwest,
20439,20236,Southwest,
15277,3214,Southwest,
18687,11745,Southwest,
22886,10535,Southwest,
21325,7684,Southwest,
11049,8749,Southwest,
13381,7401,Southwest,
18946,6911,Southwest,
24782,19887,Southwest,
27433,3776,Southwest,
12426,14804,Southwest,
13883,6943,Southwest,
13480,11609,Southwest,
16010,19951,Southwest,
24972,4254,Southwest,
26183,15849,Southwest,
27222,7591,Southwest,
27640,11637,Southwest,
28168,8665,Southwest,
14562,15823,Southwest,
20090,4215,Southwest,
22043,8528,Southwest,
22737,15250,Southwest,
13454,6730,Southwest,
15245,13731,Southwest,
18866,4115,Southwest,
21502,11196,Southwest,
23293,8175,Southwest,
26015,5873,Southwest,
26681,18560,Southwest,
27263,5523,Southwest,
11538,11443,Southwest,
12079,14653,Southwest,
21795,12856,Southwest,
23724,3347,Southwest,
15941,7900,Southwest,
20666,11314,Southwest,
21650,3688,Southwest,
26799,6572,Southwest,
28029,13943,Southwest,
13312,2729,Southwest,
18960,4602,Southwest,
19869,19527,Southwest,
22999,16683,Southwest,
25441,2408,Southwest,
11531,4431,Southwest,
12708,3702,Southwest,
19121,20558,Southwest,
20786,4667,Southwest,
21632,12942,Southwest,
27114,18305,Southwest,
16748,14410,Southwest,
20523,19509,Southwest,
21734,11321,Southwest,
26647,19866,Southwest,
29326,19477,Southwest,
19165,7295,Southwest,
25839,5595,Southwest,
16375,10468,Southwest,
21718,4983,Southwest,
22023,12785,Southwest,
25868,12116,Southwest,
27214,4766,Southwest,
29199,17541,Southwest,
19837,19186,Southwest,
22356,14301,Southwest,
23357,6559,Southwest,
26042,13721,Southwest,
15960,19275,Southwest,
19850,4026,Southwest,
24350,13749,Southwest,
25283,8573,Southwest,
27654,17852,Southwest,
11188,9002,Southwest,
11222,2773,Southwest,
21660,8409,Southwest,
22042,3981,Southwest,
12194,20095,Southwest,
22548,7948,Southwest,
26309,13334,Southwest,
20031,14026,Southwest,
24792,4078,Southwest,
25165,12413,Southwest,
15908,17880,Southwest,
26234,13201,Southwest,
26779,2803,Southwest,
27029,12676,Southwest,
12927,9502,Southwest,
12981,11078,Southwest,
15895,9796,Southwest,
17548,10311,Southwest,
19199,18125,Southwest,
20533,5436,Southwest,
27667,3462,Southwest,
11261,9398,Southwest,
26514,6295,Southwest,
11636,8524,Southwest,
16242,11694,Southwest,
22248,19043,Southwest,
29153,11646,Southwest,
22876,9739,Southwest,
25429,15421,Southwest,
23257,15843,Southwest,
11306,6569,Southwest,
14477,11662,Southwest,
19203,10229,Southwest,
23589,10333,Southwest,
23852,13858,Southwest,
26107,12009,Southwest,
28287,19023,Southwest,
28356,4196,Southwest,
29237,20509,Southwest,
13374,3890,Southwest,
14360,12535,Southwest,
28253,4033,Southwest,
15946,3761,Southwest,
19857,19079,Southwest,
21426,12439,Southwest,
25284,10032,Southwest,
27296,15453,Southwest,
17498,18653,Southwest,
22275,15179,Southwest,
23454,6579,Southwest,
27616,11853,Southwest,
11517,2982,Southwest,
20705,15953,Southwest,
27381,14087,Southwest,
14501,11211,Southwest,
17275,14272,Southwest,
21317,3705,Southwest,
21648,5583,Southwest,
26780,20417,Southwest,
28048,5996,Southwest,
11956,8063,Southwest,
15256,14584,Southwest,
18556,11234,Southwest,
21338,19425,Southwest,
13734,10717,Southwest,
14879,8454,Southwest,
19146,8698,Southwest,
23276,17949,Southwest,
24295,2723,Southwest,
29058,19297,Southwest,
13915,10533,Southwest,
14463,20407,Southwest,
15532,11507,Southwest,
18114,7630,Southwest,
18349,18704,Southwest,
23034,8424,Southwest,
16379,15686,Southwest,
18086,12956,Southwest,
18784,7936,Southwest,
21808,10209,Southwest,
27205,8813,Southwest,
29328,5406,Southwest,
13247,7045,Southwest,
13452,9269,Southwest,
14659,18563,Southwest,
17174,7130,Southwest,
13702,5768,Southwest,
19532,11797,Southwest,
22224,2984,Southwest,
27528,9474,Southwest,
29177,19304,Southwest,
11816,11061,Southwest,
15327,14928,Southwest,
18894,17574,Southwest,
26000,16504,Southwest,
11284,13914,Southwest,
15288,6452,Southwest,
23126,9934,Southwest,
19020,5194,Southwest,
23160,5797,Southwest,
23482,8244,Southwest,
26731,17861,Southwest,
11818,18580,Southwest,
14457,17427,Southwest,
13421,20198,Southwest,
14491,15141,Southwest,
18112,9833,Southwest,
22345,3016,Southwest,
20293,11352,Southwest,
20750,10494,Southwest,
24518,10922,Southwest,
24678,5948,Southwest,
24984,18404,Southwest,
13463,7429,Southwest,
18555,2867,Southwest,
20139,17160,Southwest,
20707,9454,Southwest,
13210,6503,Southwest,
18359,7633,Southwest,
19760,2906,Southwest,
21275,3935,Southwest,
22746,2470,Southwest,
25384,3235,Southwest,
27104,18167,Southwest,
15417,4548,Southwest,
14515,3632,Southwest,
17139,8926,Southwest,
18096,7981,Southwest,
21496,16618,Southwest,
21760,17738,Southwest,
27408,10408,Southwest,
28200,20713,Southwest,
12181,8027,Southwest,
17436,14537,Southwest,
17555,18376,Southwest,
18348,9570,Southwest,
27993,17898,Southwest,
14382,10240,Southwest,
29003,19008,Southwest,
15302,11722,Southwest,
15947,8751,Southwest,
24346,13171,Southwest,
29070,7714,Southwest,
19404,11442,Southwest,
22111,10524,Southwest,
26704,19317,Southwest,
27294,7432,Southwest,
18434,12628,Southwest,
20699,6072,Southwest,
24391,7075,Southwest,
26251,3265,Southwest,
28221,11243,Southwest,
18421,19084,Southwest,
25169,14391,Southwest,
28775,11182,Southwest,
11177,5651,Southwest,
13935,9520,Southwest,
14622,6906,Southwest,
16853,8851,Southwest,
26252,11193,Southwest,
11297,6090,Southwest,
13417,14818,Southwest,
18965,4587,Southwest,
23843,13831,Southwest,
24784,19119,Southwest,
11959,11909,Southwest,
13858,8479,Southwest,
15844,11673,Southwest,
16988,15148,Southwest,
19660,4968,Southwest,
25345,19352,Southwest,
27508,15662,Southwest,
16233,10506,Southwest,
21722,13139,Southwest,
22298,4603,Southwest,
27447,7299,Southwest,
27669,10955,Southwest,
14112,15274,Southwest,
16114,13281,Southwest,
22162,9387,Southwest,
23564,3484,Southwest,
25023,10026,Southwest,
16235,15320,Southwest,
22105,3554,Southwest,
13876,15099,Southwest,
19832,14434,Southwest,
12044,10639,Southwest,
14612,6447,Southwest,
22246,8544,Southwest,
29255,5752,Southwest,
12885,17674,Southwest,
14374,6685,Southwest,
14450,5809,Southwest,
19735,9104,Southwest,
20422,3251,Southwest,
24935,6383,Southwest,
27412,13537,Southwest,
28765,3978,Southwest,
12105,12199,Southwest,
17394,18990,Southwest,
18420,9493,Southwest,
19010,17640,Southwest,
19722,15188,Southwest,
11855,18115,Southwest,
12118,19567,Southwest,
12771,11183,Southwest,
13068,9027,Southwest,
16898,15414,Southwest,
23256,16820,Southwest,
23407,11650,Southwest,
28026,7775,Southwest,
29203,2410,Southwest,
16786,15464,Southwest,
18659,11409,Southwest,
18657,14938,Southwest,
18672,18405,Southwest,
19851,13099,Southwest,
20116,13058,Southwest,
20392,20043,Southwest,
21711,3169,Southwest,
22892,16545,Southwest,
27069,10071,Southwest,
28789,5916,Southwest,
11288,7340,Southwest,
11691,11127,Southwest,
14258,3438,Southwest,
14564,20250,Southwest,
16715,8290,Southwest,
14431,11957,Southwest,
14889,9212,Southwest,
28835,16091,Southwest,
11165,7251,Southwest,
12904,5736,Southwest,
13871,12640,Southwest,
16883,18540,Southwest,
16984,13671,Southwest,
19767,11822,Southwest,
23677,4873,Southwest,
20326,7774,Southwest,
14415,18398,Southwest,
16892,9288,Southwest,
20785,11224,Southwest,
24289,16255,Southwest,
14254,10447,Southwest,
27392,14279,Southwest,
12948,5267,Southwest,
15516,17104,Southwest,
17664,4941,Southwest,
21411,3252,Southwest,
21744,19549,Southwest,
23288,5071,Southwest,
29048,18241,Southwest,
17568,6955,Southwest,
19707,14659,Southwest,
20692,18366,Southwest,
24660,3665,Southwest,
24662,7686,Southwest,
28616,12480,Southwest,
12072,12863,Southwest,
16875,12551,Southwest,
18596,8943,Southwest,
24994,19019,Southwest,
25951,18619,Southwest,
27603,7303,Southwest,
13216,10005,Southwest,
18505,10150,Southwest,
25376,12782,Southwest,
26199,18840,Southwest,
27094,14178,Southwest,
11227,11590,Southwest,
12151,14198,Southwest,
16130,1739,Southwest,
18369,5776,Southwest,
20083,17231,Southwest,
22751,17807,Southwest,
12910,17144,Southwest,
23277,14323,Southwest,
26072,12042,Southwest,
12770,4907,Southwest,
17537,10009,Southwest,
18509,13427,Southwest,
18807,13137,Southwest,
21160,20529,Southwest,
22152,4646,Southwest,
12110,4805,Southwest,
14589,9168,Southwest,
15520,13854,Southwest,
25848,17747,Southwest,
26501,9821,Southwest,
26238,20420,Southwest,
11787,16921,Southwest,
14440,13582,Southwest,
20658,9760,Southwest,
21641,10079,Southwest,
26790,20243,Southwest,
13759,16769,Southwest,
16867,10529,Southwest,
17561,12381,Southwest,
28234,16357,Southwest,
27915,10227,Southwest,
28637,18464,Southwest,
11950,9958,Southwest,
13163,17229,Southwest,
17396,5034,Southwest,
18066,6539,Southwest,
20475,4172,Southwest,
26303,4324,Southwest,
21442,9176,Southwest,
28067,19339,Southwest,
15317,19758,Southwest,
16845,10314,Southwest,
20654,3549,Southwest,
26634,4952,Southwest,
26065,20300,Southwest,
14435,11089,Southwest,
14664,12708,Southwest,
21493,13240,Southwest,
24394,9248,Southwest,
26302,17615,Southwest,
26531,15470,Southwest,
27218,10943,Southwest,
14901,2932,Southwest,
16362,18757,Southwest,
26327,5228,Southwest,
26728,15959,Southwest,
27059,6038,Southwest,
11974,18164,Southwest,
14892,8029,Southwest,
20374,3889,Southwest,
11697,5037,Southwest,
13877,5268,Southwest,
20290,6255,Southwest,
21164,15811,Southwest,
23205,2947,Southwest,
16861,5477,Southwest,
20442,18285,Southwest,
21774,14004,Southwest,
26090,14517,Southwest,
26576,11148,Southwest,
13165,3786,Southwest,
16749,5488,Southwest,
17012,9405,Southwest,
19892,4591,Southwest,
20278,12016,Southwest,
22297,11410,Southwest,
23582,3132,Southwest,
17678,7018,Southwest,
23493,17412,Southwest,
25957,3128,Southwest,
11626,20004,Southwest,
17178,4753,Southwest,
18480,15238,Southwest,
26351,11858,Southwest,
28841,6012,Southwest,
17454,13638,Southwest,
19730,17027,Southwest,
22284,14347,Southwest,
26649,12995,Southwest,
15482,6054,Southwest,
26306,5749,Southwest,
27220,5335,Southwest,
16148,11161,Southwest,
17435,3738,Southwest,
19808,7985,Southwest,
23112,6369,Southwest,
11081,10369,Southwest,
11329,2731,Southwest,
18478,5064,Southwest,
22086,18963,Southwest,
26056,17431,Southwest,
11742,4261,Southwest,
17697,14489,Southwest,
18520,12793,Southwest,
28131,18219,Southwest,
21786,12744,Southwest,
11700,14757,Southwest,
16018,19542,Southwest,
17163,3731,Southwest,
18426,5109,Southwest,
20411,14013,Southwest,
20709,15602,Southwest,
14914,8275,Southwest,
16094,11946,Southwest,
18877,17523,Southwest,
19758,17191,Southwest,
20522,15553,Southwest,
24747,12951,Southwest,
25899,9064,Southwest,
18801,12211,Southwest,
18858,4133,Southwest,
25952,12471,Southwest,
29224,8842,Southwest,
19732,16634,Southwest,
24677,4178,Southwest,
26713,9335,Southwest,
27434,6663,Southwest,
28087,3282,Southwest,
11961,14360,Southwest,
16723,11556,Southwest,
17179,6342,Southwest,
20359,19701,Southwest,
21344,12826,Southwest,
23855,14048,Southwest,
18123,13001,Southwest,
22024,6024,Southwest,
22745,7618,Southwest,
25341,20555,Southwest,
16889,18660,Southwest,
21419,8981,Southwest,
26695,7258,Southwest,
28799,9898,Southwest,
12050,16923,Southwest,
18781,17249,Southwest,
19548,20579,Southwest,
22331,8393,Southwest,
13033,4432,Southwest,
13194,16403,Southwest,
19535,16527,Southwest,
22221,6742,Southwest,
22361,17837,Southwest,
11923,12641,Southwest,
15005,14667,Southwest,
18343,4501,Southwest,
21479,6109,Southwest,
24956,8641,Southwest,
27260,17818,Southwest,
29105,4924,Southwest,
14884,9593,Southwest,
15255,15790,Southwest,
16992,14104,Southwest,
18947,13717,Southwest,
20682,18324,Southwest,
11272,11652,Southwest,
12095,6269,Southwest,
14899,13691,Southwest,
21460,16436,Southwest,
24264,13782,Southwest,
24641,12625,Southwest,
24822,9216,Southwest,
11537,12944,Southwest,
11649,4707,Southwest,
12774,2512,Southwest,
21268,11933,Southwest,
21756,9977,Southwest,
21790,6380,Southwest,
29221,7534,Southwest,
11509,12214,Southwest,
15301,20724,Southwest,
16505,8266,Southwest,
24683,20051,Southwest,
26786,4291,Southwest,
28788,7504,Southwest,
29263,5978,Southwest,
20077,12906,Southwest,
22977,13879,Southwest,
25191,6260,Southwest,
28355,14588,Southwest,
11271,9120,Southwest,
12756,13212,Southwest,
19982,14806,Southwest,
20525,6390,Southwest,
20790,11971,Southwest,
21316,18359,Southwest,
28187,5519,Southwest,
11228,12412,Southwest,
11737,11688,Southwest,
14513,9588,Southwest,
15401,19768,Southwest,
18913,15812,Southwest,
23816,11253,Southwest,
28007,12589,Southwest,
28781,15787,Southwest,
28813,6303,Southwest,
14403,7165,Southwest,
19110,14177,Southwest,
23149,18504,Southwest,
27507,17487,Southwest,
29019,15296,Southwest,
29129,14064,Southwest,
14293,16157,Southwest,
18346,3672,Southwest,
11163,5872,Southwest,
13445,17683,Southwest,
15553,8198,Southwest,
21771,8658,Southwest,
22127,4628,Southwest,
23039,3802,Southwest,
29257,13532,Southwest,
11023,4373,Southwest,
15260,18576,Southwest,
16724,5877,Southwest,
19888,13256,Southwest,
20325,4839,Southwest,
20329,5676,Southwest,
27293,11137,Southwest,
27425,15329,Southwest,
15387,4099,Southwest,
17474,17018,Southwest,
20638,15749,Southwest,
24629,13959,Southwest,
25172,14471,Southwest,
27106,10904,Southwest,
20105,12007,Southwest,
22131,3468,Southwest,
29078,19422,Southwest,
13482,3443,Southwest,
15344,5113,Southwest,
17172,16754,Southwest,
17698,13424,Southwest,
18892,14853,Southwest,
25373,16614,Southwest,
14413,19765,Southwest,
17157,3753,Southwest,
18230,19251,Southwest,
19545,14084,Southwest,
19687,5591,Southwest,
27750,16118,Southwest,
23364,10978,Southwest,
25155,13896,Southwest,
15383,14608,Southwest,
20476,20083,Southwest,
20532,7895,Southwest,
23183,11674,Southwest,
26097,6154,Southwest,
28235,15383,Southwest,
15992,7529,Southwest,
28360,16722,Southwest,
12768,15885,Southwest,
16093,20551,Southwest,
17018,5775,Southwest,
19759,2870,Southwest,
22236,16256,Southwest,
26121,9891,Southwest,
18995,8280,Southwest,
23873,11440,Southwest,
11268,9972,Southwest,
14379,13795,Southwest,
15781,4214,Southwest,
17416,19447,Southwest,
21929,20621,Southwest,
22090,10709,Southwest,
23549,20192,Southwest,
24620,19300,Southwest,
26060,15682,Southwest,
12029,10125,Southwest,
12931,7264,Southwest,
23136,3088,Southwest,
26009,5450,Southwest,
26467,19936,Southwest,
29201,16559,Southwest,
13420,9617,Southwest,
17459,6813,Southwest,
29089,6087,Southwest,
29283,1772,Southwest,
12156,3730,Southwest,
12947,15233,Southwest,
22287,19179,Southwest,
23703,8975,Southwest,
29352,3457,Southwest,
11744,9722,Southwest,
21686,14934,Southwest,
22229,13678,Southwest,
23688,11764,Southwest,
26271,10356,Southwest,
28273,10003,Southwest,
11731,14035,Southwest,
13309,8065,Southwest,
16138,6670,Southwest,
16210,19312,Southwest,
22369,13072,Southwest,
24753,13734,Southwest,
26169,10723,Southwest,
27081,5381,Southwest,
27480,9765,Southwest,
16371,5568,Southwest,
16983,15754,Southwest,
17427,5254,Southwest,
29126,20256,Southwest,
12076,20315,Southwest,
17690,9843,Southwest,
19231,18806,Southwest,
24359,6484,Southwest,
11707,2688,Southwest,
16871,11608,Southwest,
18328,5252,Southwest,
20701,11917,Southwest,
24777,16902,Southwest,
28083,20636,Southwest,
14759,12320,Southwest,
14035,6049,Southwest,
19214,6823,Southwest,
19656,2855,Southwest,
19658,6976,Southwest,
25404,17238,Southwest,
27389,13915,Southwest,
17673,10164,Southwest,
20643,12191,Southwest,
28331,12348,Southwest,
29040,12257,Southwest,
13341,4815,Southwest,
16081,10185,Southwest,
20458,2987,Southwest,
23215,14719,Southwest,
26676,12994,Southwest,
11186,12608,Southwest,
17532,5950,Southwest,
22358,2892,Southwest,
20340,7989,Southwest,
23699,18524,Southwest,
24768,5137,Southwest,
18939,6044,Southwest,
26677,18383,Southwest,
15166,4464,Southwest,
15554,8848,Southwest,
11686,15699,Southwest,
17446,15548,Southwest,
22272,2464,Southwest,
23886,15815,Southwest,
25176,13647,Southwest,
26675,10489,Southwest,
16860,3375,Southwest,
18777,4551,Southwest,
20677,8867,Southwest,
28159,13022,Southwest,
27227,13010,Southwest,
13433,5648,Southwest,
19984,8990,Southwest,
22357,6645,Southwest,
23453,9045,Southwest,
13195,5491,Southwest,
27289,3668,Southwest,
29045,12175,Southwest,
14400,18437,Southwest,
18073,6178,Southwest,
18862,5121,Southwest,
19849,18294,Southwest,
22047,6673,Southwest,
22276,8229,Southwest,
14616,19530,Southwest,
16961,7816,Southwest,
24616,9181,Southwest,
14006,11741,Southwest,
18646,4194,Southwest,
20368,17424,Southwest,
23808,13148,Southwest,
13913,9089,Southwest,
16120,14553,Southwest,
17480,4269,Southwest,
17577,18099,Southwest,
20502,18357,Southwest,
23392,7118,Southwest,
11135,4624,Southwest,
12982,7191,Southwest,
28054,8546,Southwest,
23502,17106,Southwest,
11954,18955,Southwest,
15500,20522,Southwest,
15517,15679,Southwest,
15890,6376,Southwest,
23737,13950,Southwest,
24619,7990,Southwest,
24288,11682,Southwest,
13736,15215,Southwest,
19530,2432,Southwest,
18536,3188,Southwest,
18613,15113,Southwest,
22235,14428,Southwest,
24254,13004,Southwest,
24262,18624,Southwest,
26545,3583,Southwest,
29251,5748,Southwest,
18417,15929,Southwest,
18945,14814,Southwest,
23076,14145,Southwest,
21498,17650,Southwest,
24815,11833,Southwest,
27646,5365,Southwest,
11962,9537,Southwest,
16806,13035,Southwest,
25382,13786,Southwest,
13336,9810,Southwest,
20303,14950,Southwest,
21649,20514,Southwest,
22898,7581,Southwest,
26645,20679,Southwest,
27409,3977,Southwest,
12410,8477,Southwest,
14289,12110,Southwest,
17470,7084,Southwest,
18399,8677,Southwest,
18751,10496,Southwest,
21809,10777,Southwest,
26008,20535,Southwest,
14378,19343,Southwest,
22865,10863,Southwest,
